2019-02-27 12:36:44,760 p=1075 u=root |  PLAY [Accel Install PlayBook] *******************************************************************************************************************************************************************************************************************************
2019-03-02 03:05:01,637 p=6497 u=root |  failed: [localhost] (item=cmake /var/accel-ppp/accel-ppp.git -DKDIR=/usr/src/linux-headers-3.16.0-4-amd64 -DBUILD_DRIVER=FALSE -DRADIUS=TRUE -DNETSNMP=FALSE -DSHAPER=TRUE -DLOG_PGSQL=FALSE -DLUA=TRUE -DBUILD_IPOE_DRIVER=TRUE -DBUILD_VLAN_MON_DRIVER=TRUE -DCMAKE_INSTALL_PREFIX=/usr/local/src) => {"changed": false, "item": "cmake /var/accel-ppp/accel-ppp.git -DKDIR=/usr/src/linux-headers-3.16.0-4-amd64 -DBUILD_DRIVER=FALSE -DRADIUS=TRUE -DNETSNMP=FALSE -DSHAPER=TRUE -DLOG_PGSQL=FALSE -DLUA=TRUE -DBUILD_IPOE_DRIVER=TRUE -DBUILD_VLAN_MON_DRIVER=TRUE -DCMAKE_INSTALL_PREFIX=/usr/local/src", "module_stderr": "Traceback (most recent call last):\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.42-255468027724700/AnsiballZ_command.py\", line 113, in <module>\n    _ansiballz_main()\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.42-255468027724700/AnsiballZ_command.py\", line 105, in _ansiballz_main\n    invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.42-255468027724700/AnsiballZ_command.py\", line 48, in invoke_module\n    imp.load_module('__main__', mod, module, MOD_DESC)\n  File \"/tmp/ansible_command_payload_EPNsJG/__main__.py\", line 286, in <module>\n  File \"/tmp/ansible_command_payload_EPNsJG/__main__.py\", line 226, in main\nOSError: [Errno 2] No such file or directory: '/usr/local/src'\n", "module_stdout": "", "msg": "MODULE FAILURE\nSee stdout/stderr for the exact error", "rc": 1}
2019-03-02 03:05:01,744 p=6497 u=root |  An exception occurred during task execution. To see the full traceback, use -vvv. The error was: OSError: [Errno 2] No such file or directory: '/usr/local/src'
2019-03-02 03:05:01,744 p=6497 u=root |  failed: [localhost] (item=make) => {"changed": false, "item": "make", "module_stderr": "Traceback (most recent call last):\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.64-52480180410873/AnsiballZ_command.py\", line 113, in <module>\n    _ansiballz_main()\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.64-52480180410873/AnsiballZ_command.py\", line 105, in _ansiballz_main\n    invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.64-52480180410873/AnsiballZ_command.py\", line 48, in invoke_module\n    imp.load_module('__main__', mod, module, MOD_DESC)\n  File \"/tmp/ansible_command_payload_U3ockN/__main__.py\", line 286, in <module>\n  File \"/tmp/ansible_command_payload_U3ockN/__main__.py\", line 226, in main\nOSError: [Errno 2] No such file or directory: '/usr/local/src'\n", "module_stdout": "", "msg": "MODULE FAILURE\nSee stdout/stderr for the exact error", "rc": 1}
2019-03-02 03:05:01,850 p=6497 u=root |  An exception occurred during task execution. To see the full traceback, use -vvv. The error was: OSError: [Errno 2] No such file or directory: '/usr/local/src'
2019-03-02 03:05:01,850 p=6497 u=root |  failed: [localhost] (item=make install) => {"changed": false, "item": "make install", "module_stderr": "Traceback (most recent call last):\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.75-223334440938676/AnsiballZ_command.py\", line 113, in <module>\n    _ansiballz_main()\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.75-223334440938676/AnsiballZ_command.py\", line 105, in _ansiballz_main\n    invoke_module(zipped_mod, temp_path, ANSIBALLZ_PARAMS)\n  File \"/root/.ansible/tmp/ansible-tmp-1551513901.75-223334440938676/AnsiballZ_command.py\", line 48, in invoke_module\n    imp.load_module('__main__', mod, module, MOD_DESC)\n  File \"/tmp/ansible_command_payload_HgU_Sa/__main__.py\", line 286, in <module>\n  File \"/tmp/ansible_command_payload_HgU_Sa/__main__.py\", line 226, in main\nOSError: [Errno 2] No such file or directory: '/usr/local/src'\n", "module_stdout": "", "msg": "MODULE FAILURE\nSee stdout/stderr for the exact error", "rc": 1}
2019-03-02 03:05:01,852 p=6497 u=root |  	to retry, use: --limit @/home/vilko/accel_ansible/install.retry

2019-03-02 03:05:01,853 p=6497 u=root |  PLAY RECAP *************************************************************************************************************************************************************
2019-03-02 03:05:01,853 p=6497 u=root |  localhost                  : ok=3    changed=0    unreachable=0    failed=1   
2019-03-02 03:05:33,558 p=6906 u=root |  PLAY [Accel Install PlayBook] ******************************************************************************************************************************************
2019-03-02 03:05:33,570 p=6906 u=root |  TASK [Gathering Facts] *************************************************************************************************************************************************
2019-03-02 03:05:37,070 p=6906 u=root |  ok: [localhost]
2019-03-02 03:05:37,099 p=6906 u=root |  TASK [Creates directory] ***********************************************************************************************************************************************
2019-03-02 03:05:37,359 p=6906 u=root |  ok: [localhost]
2019-03-02 03:05:37,388 p=6906 u=root |  TASK [Clone a repository] **********************************************************************************************************************************************
2019-03-02 03:05:39,491 p=6906 u=root |  ok: [localhost]
2019-03-02 03:05:39,520 p=6906 u=root |  TASK [build] ***********************************************************************************************************************************************************
